time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
1998-08-15,0,31.1,17.7,24.7,33.2,18.6,26.0,1998-08-15T04:55,1998-08-15T19:05,50961.26,45319.57,0.00,0.00,0.00,0.0,8.2,22.7,83,23.00,4.88
1998-08-16,51,29.9,19.5,25.5,33.1,21.3,27.7,1998-08-16T04:57,1998-08-16T19:03,50791.64,45301.86,0.30,0.30,0.00,1.0,9.7,25.9,16,21.14,4.51
1998-08-17,1,31.3,19.3,25.7,32.8,21.7,27.7,1998-08-17T04:58,1998-08-17T19:02,50621.46,45547.00,0.00,0.00,0.00,0.0,8.0,26.3,71,21.82,4.84
1998-08-18,1,31.8,21.0,26.3,32.7,22.4,27.3,1998-08-18T04:59,1998-08-18T19:00,50449.46,44740.54,0.00,0.00,0.00,0.0,9.7,28.1,107,22.45,5.20
1998-08-19,61,26.0,19.2,22.2,27.6,20.6,23.8,1998-08-19T05:00,1998-08-19T18:58,50275.54,16614.14,11.70,11.70,0.00,15.0,12.7,29.2,356,11.62,2.52
1998-08-20,61,25.5,19.2,21.7,27.5,21.2,23.9,1998-08-20T05:01,1998-08-20T18:57,50099.85,37271.00,6.30,6.30,0.00,12.0,9.7,26.6,36,14.00,2.76
1998-08-21,53,27.5,17.2,22.4,29.5,19.0,24.1,1998-08-21T05:03,1998-08-21T18:55,49922.54,43589.17,1.50,1.50,0.00,5.0,11.2,22.3,220,19.91,4.17
1998-08-22,63,22.3,16.6,20.3,24.7,16.9,21.7,1998-08-22T05:04,1998-08-22T18:53,49743.75,23854.03,22.80,22.80,0.00,22.0,12.0,34.2,131,8.98,1.91
1998-08-23,63,22.1,15.2,18.1,20.8,14.3,17.6,1998-08-23T05:05,1998-08-23T18:51,49563.64,39879.53,11.60,11.60,0.00,9.0,17.6,46.4,93,15.11,2.98
1998-08-24,63,25.7,13.9,19.6,28.2,13.9,21.0,1998-08-24T05:06,1998-08-24T18:50,49382.33,42023.78,8.30,8.30,0.00,5.0,14.6,33.5,142,16.40,3.02
1998-08-25,63,21.9,15.9,18.8,21.1,16.3,18.4,1998-08-25T05:08,1998-08-25T18:48,49199.97,42640.43,17.00,17.00,0.00,5.0,16.6,49.0,94,15.70,3.14
1998-08-26,3,23.5,14.4,18.8,23.8,13.9,18.6,1998-08-26T05:09,1998-08-26T18:46,49016.70,43475.25,0.00,0.00,0.00,0.0,8.4,22.3,131,22.33,4.06
1998-08-27,61,24.4,13.7,18.9,24.9,11.3,18.8,1998-08-27T05:10,1998-08-27T18:44,48832.65,40109.08,4.20,4.20,0.00,7.0,24.5,52.2,53,16.37,3.29
1998-08-28,61,16.1,11.6,13.9,14.5,10.8,12.8,1998-08-28T05:11,1998-08-28T18:42,48647.94,9769.98,13.40,13.40,0.00,13.0,14.5,43.2,57,9.30,1.73
1998-08-29,3,17.9,10.9,14.4,15.8,9.0,12.5,1998-08-29T05:13,1998-08-29T18:40,48462.70,42422.47,0.00,0.00,0.00,0.0,16.6,37.1,36,13.51,2.56
1998-08-30,2,18.9,9.6,14.5,18.0,8.5,13.7,1998-08-30T05:14,1998-08-30T18:39,48277.05,43213.68,0.00,0.00,0.00,0.0,6.6,13.7,243,16.09,2.66
1998-08-31,51,20.9,11.5,16.0,20.2,11.0,15.6,1998-08-31T05:15,1998-08-31T18:37,48091.12,43221.31,0.20,0.20,0.00,2.0,7.3,17.6,264,17.03,2.92
1998-09-01,51,21.2,11.9,16.2,21.6,11.2,16.2,1998-09-01T05:16,1998-09-01T18:35,47905.02,39600.00,0.70,0.70,0.00,3.0,6.8,16.6,87,14.65,2.58
1998-09-02,3,23.9,13.9,18.7,25.2,14.1,19.6,1998-09-02T05:18,1998-09-02T18:33,47718.88,40123.79,0.00,0.00,0.00,0.0,7.0,15.1,92,15.16,2.84
1998-09-03,2,27.3,15.7,21.1,29.6,16.5,22.5,1998-09-03T05:19,1998-09-03T18:31,47532.80,40630.13,0.00,0.00,0.00,0.0,11.9,24.5,93,17.65,3.54
1998-09-04,51,22.6,15.0,18.5,22.9,15.1,18.8,1998-09-04T05:20,1998-09-04T18:29,47346.90,32875.91,1.30,1.30,0.00,5.0,11.0,30.2,53,12.45,2.49
1998-09-05,63,20.0,16.8,18.1,21.4,16.7,18.9,1998-09-05T05:21,1998-09-05T18:27,47161.30,0.00,23.10,23.10,0.00,15.0,13.1,32.4,89,4.49,1.03
1998-09-06,55,22.0,14.1,17.7,21.9,11.9,17.4,1998-09-06T05:23,1998-09-06T18:25,46975.91,39854.49,2.50,2.50,0.00,4.0,18.7,40.7,306,18.30,3.32
1998-09-07,1,23.6,12.2,18.0,24.3,11.9,18.3,1998-09-07T05:24,1998-09-07T18:24,46789.46,42896.40,0.00,0.00,0.00,0.0,8.7,20.9,95,18.62,3.39
1998-09-08,53,20.7,15.0,17.8,21.2,15.2,18.3,1998-09-08T05:25,1998-09-08T18:22,46601.83,2015.72,1.60,1.60,0.00,7.0,10.9,20.9,57,7.32,1.55
1998-09-09,3,21.5,15.3,18.3,21.8,15.7,18.9,1998-09-09T05:26,1998-09-09T18:20,46413.12,23222.70,0.00,0.00,0.00,0.0,9.7,24.8,70,10.57,2.03
1998-09-10,3,22.4,13.8,17.9,23.1,14.3,18.7,1998-09-10T05:27,1998-09-10T18:18,46223.48,32014.82,0.00,0.00,0.00,0.0,7.3,19.4,116,13.54,2.39
1998-09-11,3,26.2,14.4,19.7,28.1,15.5,21.6,1998-09-11T05:29,1998-09-11T18:16,46033.01,35683.04,0.00,0.00,0.00,0.0,6.0,18.0,123,16.67,3.05
1998-09-12,63,24.3,16.6,19.2,25.2,18.0,20.5,1998-09-12T05:30,1998-09-12T18:14,45841.84,11923.29,20.70,20.70,0.00,20.0,16.6,59.4,167,8.05,1.67
1998-09-13,61,16.2,11.4,13.4,17.2,10.0,12.5,1998-09-13T05:31,1998-09-13T18:12,45650.08,272.09,10.30,10.30,0.00,13.0,12.6,31.3,29,5.59,1.16
1998-09-14,63,12.7,7.7,10.5,10.3,5.8,8.3,1998-09-14T05:32,1998-09-14T18:10,45457.86,10030.38,21.50,21.50,0.00,15.0,22.5,50.0,2,6.36,1.07
1998-09-15,2,19.8,5.5,12.6,17.4,3.4,10.9,1998-09-15T05:34,1998-09-15T18:08,45265.27,39005.53,0.00,0.00,0.00,0.0,16.4,40.3,237,16.44,2.75
1998-09-16,1,22.1,8.5,15.0,20.4,7.3,13.9,1998-09-16T05:35,1998-09-16T18:06,45072.45,34598.17,0.00,0.00,0.00,0.0,16.6,33.8,236,16.05,2.96
1998-09-17,61,14.6,8.9,12.7,13.6,7.6,12.0,1998-09-17T05:36,1998-09-17T18:04,44879.51,16177.74,11.10,11.10,0.00,13.0,13.1,32.8,44,5.61,0.95
1998-09-18,51,18.0,7.4,12.2,17.7,6.0,11.3,1998-09-18T05:37,1998-09-18T18:02,44686.54,29673.04,0.10,0.10,0.00,1.0,7.8,33.1,318,14.21,2.28
1998-09-19,1,18.2,8.8,13.4,15.9,6.7,11.3,1998-09-19T05:39,1998-09-19T18:00,44493.67,40287.86,0.00,0.00,0.00,0.0,16.5,47.5,11,14.51,2.53
1998-09-20,53,14.8,11.4,13.1,11.9,8.9,10.6,1998-09-20T05:40,1998-09-20T17:58,44301.00,180.05,4.60,4.60,0.00,12.0,21.7,47.5,5,2.28,1.15
1998-09-21,3,17.4,13.5,15.3,15.0,10.6,12.4,1998-09-21T05:41,1998-09-21T17:56,44108.65,5556.22,0.00,0.00,0.00,0.0,24.6,53.3,13,6.37,2.32
1998-09-22,3,17.1,11.2,14.7,15.9,10.0,13.3,1998-09-22T05:42,1998-09-22T17:54,43916.73,19699.13,0.00,0.00,0.00,0.0,14.3,34.2,30,9.40,1.85
1998-09-23,3,18.3,11.5,14.7,17.4,10.6,14.1,1998-09-23T05:44,1998-09-23T17:52,43725.34,21845.22,0.00,0.00,0.00,0.0,8.2,22.0,29,10.12,1.81
1998-09-24,1,19.6,9.7,15.1,19.5,8.8,14.7,1998-09-24T05:45,1998-09-24T17:50,43534.60,39241.64,0.00,0.00,0.00,0.0,6.1,16.9,85,15.85,2.55
1998-09-25,51,21.5,10.3,15.2,20.9,9.9,14.9,1998-09-25T05:46,1998-09-25T17:49,43344.61,28180.04,0.30,0.30,0.00,1.0,10.6,20.2,225,14.22,2.37
1998-09-26,51,22.3,11.5,17.1,21.9,11.0,16.9,1998-09-26T05:47,1998-09-26T17:47,43155.30,37947.94,0.40,0.40,0.00,2.0,17.4,36.4,220,11.22,2.17
1998-09-27,53,23.3,15.6,18.4,23.8,15.7,19.0,1998-09-27T05:49,1998-09-27T17:45,42965.34,10800.00,4.70,4.70,0.00,13.0,15.5,47.5,200,7.84,1.62
1998-09-28,63,19.9,13.3,15.9,18.9,13.3,15.8,1998-09-28T05:50,1998-09-28T17:43,42774.58,26742.01,13.10,13.10,0.00,10.0,16.4,35.6,253,9.33,1.61
1998-09-29,53,19.6,10.2,15.4,19.8,9.3,15.2,1998-09-29T05:51,1998-09-29T17:41,42583.14,38273.71,1.10,1.10,0.00,3.0,6.6,20.2,248,11.92,1.97
1998-09-30,3,22.1,10.3,15.8,21.1,9.7,15.5,1998-09-30T05:52,1998-09-30T17:39,42391.13,32831.03,0.00,0.00,0.00,0.0,12.4,25.9,233,14.15,2.49
1998-10-01,53,22.0,13.3,17.2,22.2,13.0,17.2,1998-10-01T05:54,1998-10-01T17:37,42198.69,31350.49,1.70,1.70,0.00,5.0,12.3,36.4,177,9.54,1.89
1998-10-02,61,19.6,10.8,14.9,19.7,9.5,14.9,1998-10-02T05:55,1998-10-02T17:35,42005.93,20433.11,2.10,2.10,0.00,3.0,9.2,22.7,212,9.32,1.55
1998-10-03,51,15.4,9.8,12.8,14.4,8.7,11.8,1998-10-03T05:56,1998-10-03T17:33,41812.98,8566.34,0.10,0.10,0.00,1.0,12.0,24.5,37,6.13,1.11
1998-10-04,3,15.9,10.6,13.0,15.2,9.3,11.9,1998-10-04T05:58,1998-10-04T17:31,41619.95,16164.18,0.00,0.00,0.00,0.0,6.9,17.3,79,7.89,1.36
1998-10-05,53,17.5,9.6,13.2,17.8,8.5,13.1,1998-10-05T05:59,1998-10-05T17:29,41426.96,8372.92,4.90,4.90,0.00,8.0,6.9,25.2,110,4.80,0.88
1998-10-06,51,21.2,12.0,16.7,23.7,11.9,17.9,1998-10-06T06:00,1998-10-06T17:27,41234.16,11975.33,0.40,0.40,0.00,2.0,5.4,16.9,77,6.95,1.26
1998-10-07,53,23.3,14.0,17.7,22.9,14.2,18.1,1998-10-07T06:01,1998-10-07T17:25,41041.64,24657.94,2.50,2.50,0.00,7.0,13.9,32.4,109,10.02,2.00
1998-10-08,63,21.1,12.4,15.9,22.2,12.6,16.7,1998-10-08T06:03,1998-10-08T17:24,40849.55,30110.47,5.70,5.70,0.00,6.0,5.8,30.2,34,10.20,1.73
1998-10-09,3,19.0,11.7,14.9,18.9,11.2,15.2,1998-10-09T06:04,1998-10-09T17:22,40658.02,21285.26,0.00,0.00,0.00,0.0,7.1,16.9,211,7.55,1.31
1998-10-10,3,19.6,9.8,14.2,16.9,8.2,12.5,1998-10-10T06:05,1998-10-10T17:20,40467.16,35619.86,0.00,0.00,0.00,0.0,19.4,43.2,232,12.49,2.36
1998-10-11,2,19.4,9.3,13.8,17.7,7.8,12.3,1998-10-11T06:07,1998-10-11T17:18,40277.10,36283.69,0.00,0.00,0.00,0.0,14.5,34.9,236,11.40,2.05
1998-10-12,63,16.1,8.9,12.2,16.2,7.7,11.6,1998-10-12T06:08,1998-10-12T17:16,40087.99,13953.47,7.60,7.60,0.00,8.0,14.9,34.9,348,6.36,1.07
1998-10-13,53,14.6,7.7,11.1,10.7,6.0,8.7,1998-10-13T06:09,1998-10-13T17:14,39899.96,35113.36,0.80,0.80,0.00,2.0,17.3,51.5,8,12.31,2.01
1998-10-14,3,14.8,4.7,10.7,12.8,2.3,8.8,1998-10-14T06:11,1998-10-14T17:13,39713.14,29277.32,0.00,0.00,0.00,0.0,6.5,18.0,228,11.16,1.71
1998-10-15,3,19.0,9.7,13.7,18.6,8.4,13.0,1998-10-15T06:12,1998-10-15T17:11,39527.68,34893.12,0.00,0.00,0.00,0.0,7.2,13.3,178,11.66,1.85
1998-10-16,3,19.6,10.0,14.3,20.1,9.3,14.1,1998-10-16T06:13,1998-10-16T17:09,39343.48,33247.64,0.00,0.00,0.00,0.0,7.9,13.3,222,12.30,1.91
1998-10-17,2,19.7,7.0,13.5,17.3,4.8,11.6,1998-10-17T06:15,1998-10-17T17:07,39159.10,34450.27,0.00,0.00,0.00,0.0,21.7,47.2,225,10.07,1.95
1998-10-18,53,20.0,11.6,15.6,19.7,9.2,15.0,1998-10-18T06:16,1998-10-18T17:06,38974.37,24637.85,1.70,1.70,0.00,4.0,17.3,42.5,209,7.65,1.46
1998-10-19,61,10.9,9.3,10.4,9.4,6.8,8.6,1998-10-19T06:17,1998-10-19T17:04,38789.43,0.00,13.00,13.00,0.00,24.0,16.5,36.4,24,1.73,0.43
1998-10-20,63,9.6,4.0,8.1,8.2,1.5,6.3,1998-10-20T06:19,1998-10-20T17:02,38604.41,1611.96,18.10,18.10,0.00,16.0,14.2,32.8,296,2.07,0.43
1998-10-21,3,11.6,2.0,6.9,9.8,-0.3,5.0,1998-10-21T06:20,1998-10-21T17:00,38419.50,23126.77,0.00,0.00,0.00,0.0,6.8,16.6,229,9.09,1.14
1998-10-22,3,16.2,3.0,9.5,15.3,0.6,7.7,1998-10-22T06:22,1998-10-22T16:59,38234.81,34090.87,0.00,0.00,0.00,0.0,6.6,18.4,223,11.48,1.58
1998-10-23,3,15.7,5.0,10.0,15.1,2.9,8.8,1998-10-23T06:23,1998-10-23T16:57,38050.52,31891.20,0.00,0.00,0.00,0.0,6.6,11.9,230,11.26,1.54
1998-10-24,3,12.5,5.1,8.4,11.3,3.4,7.1,1998-10-24T06:24,1998-10-24T16:55,37866.77,6088.59,0.00,0.00,0.00,0.0,8.0,13.7,341,6.09,0.83
1998-10-25,63,13.0,3.9,8.8,12.3,1.6,7.2,1998-10-25T06:26,1998-10-25T16:54,37683.72,1575.43,22.80,22.80,0.00,13.0,9.4,34.6,158,3.41,0.59
1998-10-26,53,13.0,5.5,8.8,12.4,3.8,7.5,1998-10-26T06:27,1998-10-26T16:52,37501.55,21340.83,2.30,2.30,0.00,7.0,8.3,18.7,316,7.29,0.97
1998-10-27,3,13.1,3.7,7.8,11.8,1.5,5.9,1998-10-27T06:29,1998-10-27T16:50,37320.41,25297.30,0.00,0.00,0.00,0.0,8.3,18.7,245,9.23,1.22
1998-10-28,3,16.3,4.5,11.3,12.4,1.8,8.3,1998-10-28T06:30,1998-10-28T16:49,37140.48,7606.49,0.00,0.00,0.00,0.0,26.3,50.4,224,4.36,1.51
1998-10-29,63,19.6,7.8,15.7,15.9,5.4,12.9,1998-10-29T06:31,1998-10-29T16:47,36961.93,26398.17,16.10,16.10,0.00,5.0,28.7,64.1,238,8.17,2.42
1998-10-30,2,14.1,3.6,8.1,10.4,0.8,5.3,1998-10-30T06:33,1998-10-30T16:46,36784.92,32511.11,0.00,0.00,0.00,0.0,11.7,28.4,207,10.52,1.62
1998-10-31,53,11.7,4.0,6.9,8.6,1.0,4.2,1998-10-31T06:34,1998-10-31T16:44,36609.66,32175.96,0.90,0.90,0.00,2.0,9.4,27.0,154,10.33,1.35
1998-11-01,51,15.5,2.7,9.3,11.9,-0.2,6.6,1998-11-01T06:36,1998-11-01T16:43,36436.32,19372.13,0.50,0.50,0.00,4.0,24.7,50.4,220,5.38,1.12
1998-11-02,51,10.9,5.5,7.9,7.9,2.7,5.3,1998-11-02T06:37,1998-11-02T16:41,36265.09,14387.59,0.20,0.20,0.00,1.0,10.2,22.0,98,3.75,0.79
1998-11-03,55,17.5,5.0,11.3,15.4,2.5,9.5,1998-11-03T06:38,1998-11-03T16:40,36096.16,29466.23,1.40,1.40,0.00,2.0,20.1,46.1,204,6.92,1.26
1998-11-04,63,17.7,9.0,15.1,16.3,5.5,13.4,1998-11-04T06:40,1998-11-04T16:39,35929.74,14151.63,23.30,23.30,0.00,16.0,21.6,63.0,207,3.99,1.12
1998-11-05,61,8.1,4.9,6.9,6.1,2.7,4.6,1998-11-05T06:41,1998-11-05T16:37,35765.77,5151.10,15.20,15.20,0.00,14.0,18.7,40.3,359,2.71,0.48
1998-11-06,3,8.3,1.3,4.7,6.5,-1.1,2.5,1998-11-06T06:43,1998-11-06T16:36,35602.71,19334.36,0.00,0.00,0.00,0.0,5.0,14.4,338,6.15,0.71
1998-11-07,3,10.2,0.5,4.5,6.9,-2.2,1.9,1998-11-07T06:44,1998-11-07T16:35,35440.38,31213.47,0.00,0.00,0.00,0.0,12.0,30.6,24,7.33,0.94
1998-11-08,2,9.5,1.9,5.2,7.4,-0.7,2.8,1998-11-08T06:45,1998-11-08T16:33,35278.94,31333.53,0.00,0.00,0.00,0.0,6.8,12.6,228,9.19,1.06
1998-11-09,3,9.6,1.8,5.4,7.7,-0.9,3.2,1998-11-09T06:47,1998-11-09T16:32,35118.59,17065.04,0.00,0.00,0.00,0.0,6.1,12.2,275,5.27,0.71
1998-11-10,53,11.5,4.9,8.1,10.1,2.5,6.3,1998-11-10T06:48,1998-11-10T16:31,34959.48,18384.08,1.70,1.70,0.00,3.0,8.4,19.8,218,3.95,0.61
1998-11-11,61,12.1,5.7,9.2,10.5,2.5,6.6,1998-11-11T06:50,1998-11-11T16:30,34801.82,17377.74,7.20,7.20,0.00,8.0,16.5,42.1,7,5.10,1.21
1998-11-12,3,7.8,1.4,4.2,4.1,-1.8,0.9,1998-11-12T06:51,1998-11-12T16:28,34645.79,30225.87,0.00,0.00,0.00,0.0,12.0,28.1,34,6.51,0.87
1998-11-13,3,7.7,1.8,4.2,4.7,-1.2,1.2,1998-11-13T06:53,1998-11-13T16:27,34491.58,17335.26,0.00,0.00,0.00,0.0,9.7,23.0,40,4.47,0.66
1998-11-14,51,8.0,0.5,3.7,5.0,-2.4,1.1,1998-11-14T06:54,1998-11-14T16:26,34339.39,29617.73,0.20,0.20,0.00,1.0,8.0,21.6,148,6.83,0.77
1998-11-15,73,8.2,1.3,4.4,5.1,-2.0,1.3,1998-11-15T06:55,1998-11-15T16:25,34189.41,12996.94,18.40,17.00,0.98,12.0,13.1,25.6,318,3.96,0.56
1998-11-16,51,8.3,-0.6,3.1,6.3,-3.8,0.3,1998-11-16T06:57,1998-11-16T16:24,34041.87,28759.81,0.20,0.20,0.00,1.0,8.1,15.5,356,7.23,0.80
1998-11-17,71,5.5,-3.6,1.3,3.4,-7.1,-1.5,1998-11-17T06:58,1998-11-17T16:23,33896.96,28823.19,1.80,1.70,0.07,9.0,6.5,30.2,329,6.05,0.63
1998-11-18,3,4.6,-4.9,-0.3,1.5,-8.4,-3.7,1998-11-18T07:00,1998-11-18T16:22,33754.89,26800.93,0.00,0.00,0.00,0.0,7.3,14.0,231,7.15,0.76
1998-11-19,1,3.3,-2.8,-0.7,-0.2,-6.5,-4.2,1998-11-19T07:01,1998-11-19T16:21,33615.88,28800.71,0.00,0.00,0.00,0.0,6.9,16.6,59,6.69,0.67
1998-11-20,3,2.3,-3.8,-1.2,-3.7,-8.7,-6.2,1998-11-20T07:02,1998-11-20T16:20,33480.16,29074.44,0.00,0.00,0.00,0.0,20.8,46.4,30,6.26,1.00
1998-11-21,71,-1.7,-3.9,-2.9,-8.3,-10.3,-9.2,1998-11-21T07:04,1998-11-21T16:19,33347.94,13639.32,0.70,0.00,0.77,6.0,22.6,51.8,28,4.41,1.17
1998-11-22,73,-0.2,-3.0,-1.5,-5.4,-8.7,-6.9,1998-11-22T07:05,1998-11-22T16:18,33219.46,0.00,3.50,0.00,2.66,17.0,19.3,42.1,33,1.88,0.63
1998-11-23,75,1.5,-1.2,0.1,-3.1,-6.2,-4.4,1998-11-23T07:06,1998-11-23T16:18,33094.96,0.00,9.80,0.20,6.79,21.0,17.5,48.6,38,2.28,0.34
1998-11-24,73,2.7,0.7,1.5,-0.2,-3.2,-1.9,1998-11-24T07:07,1998-11-24T16:17,32974.66,2980.61,2.50,0.30,1.61,7.0,12.9,26.6,42,2.58,0.34
1998-11-25,51,3.4,1.4,2.3,1.4,-1.1,-0.1,1998-11-25T07:09,1998-11-25T16:16,32858.59,0.00,0.10,0.10,0.00,1.0,4.7,7.9,323,2.03,0.30
1998-11-26,71,2.4,0.2,1.4,-0.5,-2.4,-1.3,1998-11-26T07:10,1998-11-26T16:16,32745.45,0.00,1.10,0.40,0.49,6.0,7.5,15.8,22,2.36,0.29
1998-11-27,3,3.1,-0.3,1.3,0.2,-3.4,-1.8,1998-11-27T07:11,1998-11-27T16:15,32635.10,19710.80,0.00,0.00,0.00,0.0,11.4,25.6,48,3.77,0.39
1998-11-28,71,1.7,0.3,1.0,-2.2,-4.0,-3.0,1998-11-28T07:12,1998-11-28T16:14,32527.68,0.00,0.20,0.00,0.42,2.0,14.2,31.0,31,1.58,0.30
1998-11-29,3,2.6,0.9,1.6,-0.8,-2.7,-1.8,1998-11-29T07:14,1998-11-29T16:14,32423.33,0.00,0.00,0.00,0.00,0.0,10.2,24.5,42,1.66,0.26
1998-11-30,3,3.4,0.4,2.1,-0.3,-2.9,-1.3,1998-11-30T07:15,1998-11-30T16:13,32322.22,0.00,0.00,0.00,0.00,0.0,10.9,25.9,54,2.05,0.35
1998-12-01,73,2.1,-0.6,1.0,-1.1,-5.5,-3.2,1998-12-01T07:16,1998-12-01T16:13,32224.49,0.00,7.10,1.20,4.13,20.0,17.6,40.3,34,1.25,0.28
1998-12-02,73,0.3,-1.1,-0.5,-3.3,-5.3,-4.3,1998-12-02T07:17,1998-12-02T16:13,32130.29,437.23,5.50,0.00,4.13,8.0,15.3,39.6,29,2.07,0.28
1998-12-03,3,0.4,-1.4,-0.6,-2.5,-4.5,-3.5,1998-12-03T07:18,1998-12-03T16:12,32039.78,467.34,0.00,0.00,0.00,0.0,4.7,10.4,77,2.62,0.30
1998-12-04,75,-1.5,-2.5,-2.1,-4.6,-7.0,-5.7,1998-12-04T07:20,1998-12-04T16:12,31953.11,0.00,17.40,0.40,12.11,15.0,13.4,34.2,23,1.37,0.19
1998-12-05,73,0.3,-4.5,-2.1,-3.1,-8.1,-5.4,1998-12-05T07:21,1998-12-05T16:12,31870.44,3339.98,6.50,0.00,4.62,10.0,7.7,16.9,230,3.79,0.33
1998-12-06,3,-1.6,-12.8,-7.7,-5.0,-17.2,-11.7,1998-12-06T07:22,1998-12-06T16:11,31791.93,6494.93,0.00,0.00,0.00,0.0,10.1,15.5,266,3.90,0.31
1998-12-07,3,-2.2,-14.9,-9.2,-6.0,-19.5,-13.4,1998-12-07T07:23,1998-12-07T16:11,31717.72,27402.54,0.00,0.00,0.00,0.0,7.9,14.8,306,6.55,0.45
1998-12-08,3,-2.3,-18.5,-10.0,-5.4,-23.1,-13.9,1998-12-08T07:24,1998-12-08T16:11,31647.99,25705.01,0.00,0.00,0.00,0.0,5.4,11.9,297,5.96,0.39
1998-12-09,2,-3.1,-15.3,-9.3,-6.8,-20.0,-13.5,1998-12-09T07:25,1998-12-09T16:11,31582.88,27332.94,0.00,0.00,0.00,0.0,8.1,14.0,280,6.54,0.41
1998-12-10,71,-2.7,-16.8,-9.4,-5.9,-21.7,-13.6,1998-12-10T07:26,1998-12-10T16:11,31522.54,25091.85,0.30,0.00,0.35,3.0,9.4,13.3,325,5.94,0.39
1998-12-11,73,-2.2,-5.2,-3.9,-5.7,-8.8,-7.4,1998-12-11T07:27,1998-12-11T16:11,31467.13,5867.23,1.80,0.00,1.40,8.0,6.7,15.1,51,3.56,0.30
1998-12-12,3,-1.0,-6.6,-4.0,-4.0,-10.6,-7.2,1998-12-12T07:28,1998-12-12T16:11,31416.80,17103.31,0.00,0.00,0.00,0.0,6.9,10.1,206,4.46,0.34
1998-12-13,51,3.2,-11.2,-3.8,0.5,-15.4,-7.5,1998-12-13T07:28,1998-12-13T16:11,31371.70,12039.09,0.50,0.50,0.00,2.0,8.3,16.6,259,4.19,0.41
1998-12-14,51,3.5,-8.1,-2.0,0.7,-12.5,-5.4,1998-12-14T07:29,1998-12-14T16:11,31331.99,2141.12,1.70,1.70,0.00,6.0,8.8,15.8,295,3.67,0.39
1998-12-15,51,6.2,-0.7,2.3,3.6,-4.1,-0.4,1998-12-15T07:30,1998-12-15T16:11,31297.73,24063.96,1.10,1.10,0.00,4.0,8.0,11.5,282,3.85,0.45
1998-12-16,3,7.8,-2.2,1.5,5.9,-5.3,-1.3,1998-12-16T07:31,1998-12-16T16:12,31268.48,26585.05,0.00,0.00,0.00,0.0,8.4,12.6,284,5.59,0.56
1998-12-17,3,3.0,-2.9,-0.1,0.7,-6.2,-3.0,1998-12-17T07:31,1998-12-17T16:12,31244.13,15401.05,0.00,0.00,0.00,0.0,7.6,11.5,291,2.71,0.29
1998-12-18,3,3.8,-4.1,-0.1,1.5,-7.3,-2.9,1998-12-18T07:32,1998-12-18T16:12,31224.69,26925.35,0.00,0.00,0.00,0.0,8.1,13.0,224,5.69,0.49
1998-12-19,3,2.9,-3.7,-1.0,0.3,-6.6,-3.7,1998-12-19T07:32,1998-12-19T16:13,31210.16,26908.96,0.00,0.00,0.00,0.0,4.9,11.9,15,5.61,0.48
1998-12-20,3,2.5,-2.5,-0.6,0.3,-5.4,-3.3,1998-12-20T07:33,1998-12-20T16:13,31200.52,20232.67,0.00,0.00,0.00,0.0,5.4,9.0,355,3.80,0.36
1998-12-21,73,1.5,-2.1,0.4,-2.7,-5.3,-3.4,1998-12-21T07:34,1998-12-21T16:13,31195.77,0.00,7.40,1.10,4.41,22.0,17.1,32.8,23,1.59,0.28
1998-12-22,71,1.5,-4.1,-1.0,-2.6,-7.6,-4.7,1998-12-22T07:34,1998-12-22T16:14,31195.89,26893.23,0.00,0.00,0.07,0.0,15.9,28.8,24,5.74,0.52
1998-12-23,3,1.3,-2.6,-1.3,-2.6,-6.5,-5.1,1998-12-23T07:35,1998-12-23T16:14,31200.87,25288.09,0.00,0.00,0.00,0.0,11.2,24.8,37,4.26,0.43
1998-12-24,3,-2.5,-4.8,-3.8,-6.0,-8.5,-7.5,1998-12-24T07:35,1998-12-24T16:15,31210.69,22459.39,0.00,0.00,0.00,0.0,6.3,16.2,139,4.28,0.35
1998-12-25,3,-2.7,-6.2,-4.4,-5.9,-10.2,-8.0,1998-12-25T07:35,1998-12-25T16:16,31225.32,25321.40,0.00,0.00,0.00,0.0,6.6,10.8,149,4.87,0.37
1998-12-26,3,-2.7,-9.9,-6.3,-6.0,-13.8,-10.0,1998-12-26T07:36,1998-12-26T16:16,31244.74,26949.67,0.00,0.00,0.00,0.0,6.2,13.3,198,5.92,0.39
1998-12-27,3,-0.8,-10.1,-5.6,-4.3,-14.4,-9.6,1998-12-27T07:36,1998-12-27T16:17,31268.93,0.00,0.00,0.00,0.00,0.0,8.5,17.3,231,2.81,0.27
1998-12-28,1,3.3,-7.1,-2.6,0.5,-11.5,-6.3,1998-12-28T07:36,1998-12-28T16:18,31297.85,26164.40,0.00,0.00,0.00,0.0,10.1,17.3,208,5.56,0.47
